Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
5,100,1700,7553785,44743660,3929,6075
5,100,1681,7430445,44161334,4008,5993
5,100,1703,7427635,43995211,4035,5966
5,100,1695,7436966,44172909,4005,5996
5,100,1717,7521898,44065963,4062,5939
5,100,1709,7580691,43981488,4063,5938
5,100,1717,7682921,44497181,3978,6023
5,100,1740,7658384,44368280,3986,6015
5,100,1726,7740098,44101535,4046,5955
5,100,1752,7842469,44268734,3984,6017
5,100,1791,7898260,44531589,4000,6003
5,100,1749,7794223,44383889,3970,6031
5,100,1797,8071613,44337907,3979,6022
5,100,1753,7893183,44950643,3877,6124
5,100,1728,7676841,43919375,4058,5944
5,100,1787,7953636,44444614,3944,6057
5,100,1833,8259546,44194716,3999,6002
5,100,1791,7944936,44087117,4043,5958
5,100,1822,8090148,44665426,3907,6094
5,100,1782,7893370,44072429,4044,5959
5,100,1759,7707544,44151541,4055,5946
5,100,1875,8443565,44613783,3929,6074
5,100,1904,8635090,44162728,4038,5964
5,100,1507,6551447,44195308,4017,5985
5,100,1596,7108551,44493506,3959,6042
5,100,1565,6876461,44367944,3970,6031
5,100,1642,7255589,44077020,4042,5959
5,100,1635,7181100,44428479,3967,6034
5,100,1618,7099182,44613980,3930,6072
5,100,1690,7625091,44128249,4018,5983
5,100,1665,7446599,44216904,4040,5962
5,100,1652,7215322,44013955,4027,5975
5,100,1726,7757052,44518171,3906,6096
5,100,1705,7540699,44413404,3953,6048
5,100,1609,6946672,44333344,4026,5975
5,100,1680,7357403,44302287,3974,6027
5,100,1692,7471333,44861904,3886,6116
5,100,1675,7370879,44096698,4025,5976
5,100,1696,7495150,44245682,3949,6053
5,100,1751,7858306,44324009,3973,6028
5,100,1772,7999361,44294362,3991,6010
5,100,1749,7792200,44412222,3971,6031
5,100,1684,7330587,43931259,4034,5967
5,100,1723,7560425,43925696,4069,5932
5,100,1710,7465308,44162166,4021,5980
5,100,1738,7676798,44029107,4067,5936
5,100,1698,7537251,44074640,4045,5956
,,,,,,
5,100,1697.5944055944,7513970.04195804,44273953.7972028,3998.7412587413,6002.7482517483
